Date,Open,High,Low,Close,Adj Close,Volume
2018-04-12,4665.000000,4665.000000,4610.000000,4630.000000,4292.189453,45957000
2018-04-13,4620.000000,4630.000000,4580.000000,4580.000000,4278.177246,70179500
2018-04-16,4580.000000,4580.000000,4580.000000,4580.000000,4278.177246,0
2018-04-17,4580.000000,4580.000000,4580.000000,4580.000000,4278.177246,0
2018-04-18,4565.000000,4595.000000,4545.000000,4595.000000,4292.189941,43716000
2018-04-19,4595.000000,4595.000000,4595.000000,4595.000000,4292.189941,0
2018-04-20,4595.000000,4595.000000,4595.000000,4595.000000,4292.189941,0
2018-04-23,4640.000000,4640.000000,4585.000000,4600.000000,4296.859863,46236000
2018-04-24,4620.000000,4625.000000,4575.000000,4585.000000,4282.849121,72223500
2018-04-25,4585.000000,4585.000000,4585.000000,4585.000000,4282.849121,0
2018-04-26,4585.000000,4585.000000,4585.000000,4585.000000,4282.849121,0
2018-04-27,4585.000000,4585.000000,4585.000000,4585.000000,4282.849121,0
2018-04-30,4300.000000,4480.000000,4290.000000,4420.000000,4128.722168,90414000
2018-05-01,4420.000000,4420.000000,4420.000000,4420.000000,4128.722168,0
2018-05-02,4420.000000,4580.000000,4420.000000,4580.000000,4278.177246,82346000
2018-05-03,4560.000000,4575.000000,4460.000000,4460.000000,4166.085938,138704500
2018-05-04,4460.000000,4465.000000,4400.000000,4405.000000,4114.710449,74133500
2018-05-07,4410.000000,4460.000000,4360.000000,4460.000000,4166.085938,49054500
2018-05-08,4400.000000,4405.000000,4340.000000,4405.000000,4114.710449,70739000
2018-05-09,4305.000000,4580.000000,4305.000000,4580.000000,4278.177246,72094000
2018-05-10,4580.000000,4580.000000,4580.000000,4580.000000,4278.177246,0
2018-05-11,4550.000000,4610.000000,4510.000000,4550.000000,4250.155273,80000500
2018-05-14,4490.000000,4595.000000,4465.000000,4595.000000,4292.189941,57370500
2018-05-15,4535.000000,4540.000000,4400.000000,4440.000000,4147.403809,130583000
2018-05-16,4380.000000,4480.000000,4380.000000,4475.000000,4180.097168,87185000
2018-05-17,4440.000000,4455.000000,4400.000000,4400.000000,4110.040527,84030500
2018-05-18,4400.000000,4405.000000,4340.000000,4340.000000,4053.994385,88681000
2018-05-21,4310.000000,4345.000000,4295.000000,4330.000000,4044.653076,82237000
2018-05-22,4390.000000,4420.000000,4340.000000,4400.000000,4110.040527,62761000
2018-05-23,4420.000000,4470.000000,4400.000000,4400.000000,4110.040527,79515500
2018-05-24,4460.000000,4525.000000,4455.000000,4490.000000,4194.108887,77697000
2018-05-25,4485.000000,4535.000000,4475.000000,4510.000000,4212.791504,63913500
2018-05-28,4500.000000,4600.000000,4480.000000,4570.000000,4268.837402,64104500
2018-05-29,4570.000000,4570.000000,4570.000000,4570.000000,4268.837402,0
2018-05-30,4570.000000,4595.000000,4490.000000,4540.000000,4240.813965,109761500
2018-05-31,4575.000000,4590.000000,4490.000000,4540.000000,4240.813965,178023000
2018-06-01,4540.000000,4540.000000,4540.000000,4540.000000,4240.813965,0
2018-06-04,4590.000000,4595.000000,4560.000000,4585.000000,4282.849121,89585000
2018-06-05,4560.000000,4585.000000,4480.000000,4545.000000,4245.484863,77233000
2018-06-06,4545.000000,4630.000000,4525.000000,4605.000000,4301.530273,57913500
2018-06-07,4630.000000,4630.000000,4580.000000,4595.000000,4292.189941,40681500
2018-06-08,4570.000000,4600.000000,4420.000000,4450.000000,4156.745117,170845000
2018-06-11,4450.000000,4450.000000,4450.000000,4450.000000,4156.745117,0
2018-06-12,4450.000000,4450.000000,4450.000000,4450.000000,4156.745117,0
2018-06-13,4450.000000,4450.000000,4450.000000,4450.000000,4156.745117,0
2018-06-14,4450.000000,4450.000000,4450.000000,4450.000000,4156.745117,0
2018-06-15,4450.000000,4450.000000,4450.000000,4450.000000,4156.745117,0
2018-06-18,4450.000000,4450.000000,4450.000000,4450.000000,4156.745117,0
2018-06-19,4450.000000,4450.000000,4450.000000,4450.000000,4156.745117,0
2018-06-20,4400.000000,4405.000000,4230.000000,4300.000000,4016.629639,253439000
2018-06-21,4325.000000,4390.000000,4230.000000,4230.000000,3951.242676,90593500
2018-06-22,4280.000000,4385.000000,4220.000000,4385.000000,4096.028809,96509500
2018-06-25,4385.000000,4495.000000,4365.000000,4440.000000,4147.403809,62513000
2018-06-26,4420.000000,4460.000000,4275.000000,4275.000000,3993.277588,54763500
2018-06-27,4280.000000,4340.000000,4270.000000,4270.000000,3988.606934,67309500
2018-06-28,4275.000000,4275.000000,4185.000000,4190.000000,3913.879150,118098500
2018-06-29,4190.000000,4295.000000,4165.000000,4295.000000,4011.959229,119188000
2018-07-02,4330.000000,4330.000000,4285.000000,4290.000000,4007.288818,59441500
2018-07-03,4320.000000,4325.000000,4120.000000,4120.000000,3848.492432,73038000
2018-07-04,4195.000000,4280.000000,4140.000000,4245.000000,3965.254639,61994500
2018-07-05,4210.000000,4260.000000,4200.000000,4245.000000,3965.254639,34144000
2018-07-06,4195.000000,4210.000000,4185.000000,4185.000000,3909.208740,37609000
2018-07-09,4240.000000,4400.000000,4215.000000,4380.000000,4091.358154,80049500
2018-07-10,4370.000000,4400.000000,4280.000000,4380.000000,4091.358154,116639500
2018-07-11,4300.000000,4490.000000,4300.000000,4465.000000,4170.756836,95570000
2018-07-12,4440.000000,4580.000000,4435.000000,4565.000000,4264.167480,79008000
2018-07-13,4600.000000,4615.000000,4560.000000,4605.000000,4301.530273,73936000
2018-07-16,4610.000000,4625.000000,4580.000000,4625.000000,4320.212891,71571000
2018-07-17,4585.000000,4600.000000,4505.000000,4545.000000,4245.484863,30322000
2018-07-18,4590.000000,4640.000000,4590.000000,4640.000000,4334.223145,80090500
2018-07-19,4620.000000,4640.000000,4610.000000,4640.000000,4334.223145,76925500
2018-07-20,4630.000000,4630.000000,4585.000000,4620.000000,4315.541992,57104000
2018-07-23,4640.000000,4700.000000,4620.000000,4670.000000,4362.247070,70157500
2018-07-24,4700.000000,4705.000000,4660.000000,4705.000000,4394.939941,88291000
2018-07-25,4705.000000,4715.000000,4685.000000,4715.000000,4404.281250,50131500
2018-07-26,4645.000000,4725.000000,4645.000000,4665.000000,4357.576660,54317500
2018-07-27,4660.000000,4670.000000,4625.000000,4645.000000,4338.894043,46642500
2018-07-30,4680.000000,4680.000000,4600.000000,4655.000000,4348.235352,40096500
2018-07-31,4640.000000,4660.000000,4530.000000,4655.000000,4348.235352,66803000
2018-08-01,4680.000000,4695.000000,4650.000000,4695.000000,4385.599609,56594000
2018-08-02,4720.000000,4780.000000,4690.000000,4690.000000,4380.929199,79333000
2018-08-03,4690.000000,4730.000000,4670.000000,4690.000000,4380.929199,41404000
2018-08-06,4680.000000,4760.000000,4680.000000,4760.000000,4446.315918,63000500
2018-08-07,4740.000000,4775.000000,4740.000000,4760.000000,4446.315918,114379000
2018-08-08,4780.000000,4790.000000,4710.000000,4785.000000,4469.668945,64702500
2018-08-09,4800.000000,4820.000000,4780.000000,4820.000000,4502.361328,65947500
2018-08-10,4800.000000,4815.000000,4740.000000,4775.000000,4460.327148,80348000
2018-08-13,4705.000000,4710.000000,4610.000000,4665.000000,4357.576660,80184000
2018-08-14,4690.000000,4780.000000,4605.000000,4700.000000,4390.269531,85527500
2018-08-15,4720.000000,4720.000000,4660.000000,4690.000000,4380.929199,57330500
2018-08-16,4690.000000,4695.000000,4640.000000,4675.000000,4366.917480,52903500
2018-08-17,4675.000000,4675.000000,4675.000000,4675.000000,4366.917480,0
2018-08-20,4700.000000,4780.000000,4685.000000,4780.000000,4464.998047,96832000
2018-08-21,4770.000000,4795.000000,4770.000000,4775.000000,4460.327148,67938000
2018-08-22,4775.000000,4775.000000,4775.000000,4775.000000,4460.327148,0
2018-08-23,4760.000000,4930.000000,4755.000000,4915.000000,4591.101074,145868000
2018-08-24,4920.000000,5095.000000,4915.000000,5015.000000,4684.511719,103975000
2018-08-27,5020.000000,5070.000000,4935.000000,4955.000000,4628.465332,91285000
2018-08-28,5020.000000,5020.000000,4910.000000,4995.000000,4665.830078,63353500
2018-08-29,4900.000000,4960.000000,4895.000000,4960.000000,4633.135742,87695500
2018-08-30,4995.000000,5030.000000,4985.000000,5015.000000,4684.511719,96273500
2018-08-31,5000.000000,5010.000000,4960.000000,4960.000000,4633.135742,111563000
2018-09-03,5010.000000,5015.000000,4920.000000,4955.000000,4628.465332,38489500
2018-09-04,4965.000000,4980.000000,4900.000000,4950.000000,4623.795410,42271500
2018-09-05,4900.000000,4900.000000,4730.000000,4800.000000,4483.680176,95608500
2018-09-06,4805.000000,5040.000000,4720.000000,4940.000000,4614.454102,95265000
2018-09-07,4965.000000,4970.000000,4875.000000,4970.000000,4642.477051,72551500
2018-09-10,4920.000000,4950.000000,4830.000000,4950.000000,4623.795410,66696500
2018-09-11,4950.000000,4950.000000,4950.000000,4950.000000,4623.795410,0
2018-09-12,4950.000000,4965.000000,4765.000000,4780.000000,4464.998047,87900500
2018-09-13,4840.000000,4875.000000,4780.000000,4800.000000,4483.680176,94051000
2018-09-14,4780.000000,4840.000000,4740.000000,4795.000000,4479.009766,72473500
2018-09-17,4750.000000,4795.000000,4750.000000,4785.000000,4469.668945,39478000
2018-09-18,4740.000000,4850.000000,4740.000000,4800.000000,4483.680176,75119500
2018-09-19,4815.000000,4845.000000,4765.000000,4800.000000,4483.680176,111558500
2018-09-20,4840.000000,4845.000000,4780.000000,4790.000000,4474.339355,60786000
2018-09-21,4780.000000,4830.000000,4740.000000,4740.000000,4427.634277,152052000
2018-09-24,4780.000000,4815.000000,4760.000000,4785.000000,4469.668945,59902000
2018-09-25,4800.000000,4800.000000,4765.000000,4785.000000,4469.668945,42771000
2018-09-26,4760.000000,4860.000000,4760.000000,4840.000000,4521.043945,71715500
2018-09-27,4780.000000,4825.000000,4770.000000,4800.000000,4483.680176,71001000
2018-09-28,4780.000000,4830.000000,4780.000000,4830.000000,4511.703125,96975000
2018-10-01,4800.000000,4840.000000,4790.000000,4790.000000,4474.339355,36388000
2018-10-02,4815.000000,4840.000000,4750.000000,4790.000000,4474.339355,50639500
2018-10-03,4750.000000,4795.000000,4745.000000,4785.000000,4469.668945,33524500
2018-10-04,4785.000000,4785.000000,4700.000000,4720.000000,4408.952148,67869500
2018-10-05,4710.000000,4710.000000,4595.000000,4610.000000,4306.201172,98249500
2018-10-08,4615.000000,4790.000000,4615.000000,4690.000000,4380.929199,57250000
2018-10-09,4700.000000,4750.000000,4680.000000,4750.000000,4436.975098,36940000
2018-10-10,4780.000000,4825.000000,4650.000000,4675.000000,4366.917480,59394500
2018-10-11,4600.000000,4660.000000,4495.000000,4545.000000,4245.484863,102336000
2018-10-12,4600.000000,4695.000000,4600.000000,4650.000000,4343.564453,82574500
2018-10-15,4700.000000,4770.000000,4695.000000,4770.000000,4455.656738,65950000
2018-10-16,4770.000000,4820.000000,4700.000000,4820.000000,4502.361328,47449000
2018-10-17,4830.000000,4835.000000,4755.000000,4805.000000,4488.351563,38359000
2018-10-18,4760.000000,4775.000000,4720.000000,4720.000000,4408.952148,29360500
2018-10-19,4660.000000,4730.000000,4645.000000,4675.000000,4366.917480,45219500
2018-10-22,4675.000000,4720.000000,4630.000000,4630.000000,4324.883301,63484000
2018-10-23,4680.000000,4685.000000,4575.000000,4590.000000,4287.519531,62162500
2018-10-24,4600.000000,4630.000000,4530.000000,4530.000000,4231.473633,59493500
2018-10-25,4435.000000,4635.000000,4435.000000,4580.000000,4278.177246,87732500
2018-10-26,4620.000000,4720.000000,4600.000000,4720.000000,4408.952148,83994000
2018-10-29,4660.000000,4710.000000,4625.000000,4625.000000,4320.212891,34553000
2018-10-30,4625.000000,4730.000000,4620.000000,4700.000000,4390.269531,68882500
2018-10-31,4750.000000,4775.000000,4700.000000,4730.000000,4418.293945,128908500
2018-11-01,4770.000000,4810.000000,4745.000000,4760.000000,4446.315918,117906500
2018-11-02,4800.000000,4835.000000,4760.000000,4800.000000,4483.680176,114054500
2018-11-05,4800.000000,4850.000000,4790.000000,4835.000000,4516.373535,76754500
2018-11-06,4860.000000,4945.000000,4850.000000,4880.000000,4558.407227,94410500
2018-11-07,4920.000000,4920.000000,4780.000000,4820.000000,4502.361328,83875500
2018-11-08,4880.000000,4900.000000,4780.000000,4800.000000,4483.680176,99739000
2018-11-09,4800.000000,4810.000000,4785.000000,4800.000000,4483.680176,62938500
2018-11-12,4830.000000,4835.000000,4740.000000,4740.000000,4427.634277,65125000
2018-11-13,4740.000000,4820.000000,4670.000000,4815.000000,4497.691406,61231500
2018-11-14,4815.000000,4850.000000,4780.000000,4810.000000,4493.020996,68511500
2018-11-15,4855.000000,4870.000000,4790.000000,4835.000000,4516.373535,87085500
2018-11-16,4870.000000,4980.000000,4860.000000,4965.000000,4637.806641,134145500
2018-11-19,5000.000000,5080.000000,4980.000000,5020.000000,4689.181152,103822500
2018-11-20,5020.000000,5020.000000,5020.000000,5020.000000,4689.181152,0
2018-11-21,5000.000000,5010.000000,4955.000000,4960.000000,4633.135742,107889000
2018-11-22,4940.000000,5040.000000,4940.000000,5020.000000,4689.181152,87270000
2018-11-23,5060.000000,5090.000000,4975.000000,5020.000000,4689.181152,57460000
2018-11-26,4960.000000,5080.000000,4960.000000,5045.000000,4712.534668,64336500
2018-11-27,5040.000000,5100.000000,5000.000000,5100.000000,4763.910645,73989000
2018-11-28,5125.000000,5125.000000,5080.000000,5090.000000,4754.568848,90687500
2018-11-29,5100.000000,5240.000000,5100.000000,5240.000000,4894.683594,113847500
2018-11-30,5240.000000,5240.000000,5155.000000,5210.000000,4866.661133,178034500
2018-12-03,5215.000000,5395.000000,5100.000000,5160.000000,4835.734863,100923000
2018-12-04,5160.000000,5295.000000,5155.000000,5240.000000,4910.707031,119232500
2018-12-05,5120.000000,5230.000000,5115.000000,5230.000000,4901.335449,74994000
2018-12-06,5170.000000,5260.000000,5120.000000,5260.000000,4929.450195,75450000
2018-12-07,5190.000000,5210.000000,5160.000000,5190.000000,4863.849609,71070000
2018-12-10,5120.000000,5205.000000,5120.000000,5180.000000,4854.478027,81221000
2018-12-11,5130.000000,5200.000000,5125.000000,5160.000000,4835.734863,93017000
2018-12-12,5190.000000,5190.000000,5130.000000,5165.000000,4840.420410,121623000
2018-12-13,5200.000000,5205.000000,5145.000000,5165.000000,4840.420410,84280500
2018-12-14,5160.000000,5180.000000,5140.000000,5165.000000,4840.420410,184435000
2018-12-17,5185.000000,5200.000000,5150.000000,5165.000000,4840.420410,101438500
2018-12-18,5100.000000,5115.000000,4980.000000,5065.000000,4746.704590,132039000
2018-12-19,5040.000000,5230.000000,5040.000000,5230.000000,4901.335449,102220500
2018-12-20,5120.000000,5170.000000,5070.000000,5115.000000,4793.562988,94455000
2018-12-21,5040.000000,5175.000000,5040.000000,5170.000000,4845.106445,89979500
2018-12-24,5170.000000,5170.000000,5170.000000,5170.000000,4845.106445,0
2018-12-25,5170.000000,5170.000000,5170.000000,5170.000000,4845.106445,0
2018-12-26,5170.000000,5225.000000,5140.000000,5225.000000,4896.650391,66511500
2018-12-27,5240.000000,5255.000000,5180.000000,5195.000000,4868.535156,50265500
2018-12-28,5195.000000,5240.000000,5180.000000,5200.000000,4873.221191,54467500
2018-12-31,5200.000000,5200.000000,5200.000000,5200.000000,4873.221191,0
2019-01-01,5200.000000,5200.000000,5200.000000,5200.000000,4873.221191,0
2019-01-02,5200.000000,5245.000000,5200.000000,5240.000000,4910.707031,35956000
2019-01-03,5200.000000,5220.000000,5115.000000,5180.000000,4854.478027,72358000
2019-01-04,5175.000000,5205.000000,5125.000000,5205.000000,4877.906738,51465000
2019-01-07,5265.000000,5325.000000,5245.000000,5245.000000,4915.393066,73438000
2019-01-08,5230.000000,5320.000000,5205.000000,5240.000000,4910.707031,66247500
2019-01-09,5300.000000,5320.000000,5225.000000,5255.000000,4924.764648,84871000
2019-01-10,5300.000000,5300.000000,5190.000000,5255.000000,4924.764648,114314500
2019-01-11,5280.000000,5300.000000,5235.000000,5250.000000,4920.078613,84826500
2019-01-14,5220.000000,5235.000000,5150.000000,5200.000000,4873.221191,87547500
2019-01-15,5230.000000,5260.000000,5190.000000,5260.000000,4929.450195,87763000
2019-01-16,5260.000000,5285.000000,5245.000000,5285.000000,4952.879883,94972500
2019-01-17,5290.000000,5330.000000,5285.000000,5330.000000,4995.051758,91654000
2019-01-18,5340.000000,5425.000000,5315.000000,5425.000000,5084.081543,100873500
2019-01-21,5425.000000,5600.000000,5390.000000,5545.000000,5196.541016,87118000
2019-01-22,5600.000000,5620.000000,5450.000000,5600.000000,5248.084473,91907000
2019-01-23,5600.000000,5600.000000,5475.000000,5500.000000,5154.368652,98512500
2019-01-24,5430.000000,5485.000000,5355.000000,5460.000000,5116.882813,106781000
2019-01-25,5400.000000,5520.000000,5400.000000,5500.000000,5154.368652,68944000
2019-01-28,5515.000000,5515.000000,5475.000000,5495.000000,5149.683105,69704000
2019-01-29,5445.000000,5550.000000,5440.000000,5540.000000,5191.854980,77679000
2019-01-30,5560.000000,5560.000000,5495.000000,5520.000000,5173.111328,76285000
2019-01-31,5520.000000,5640.000000,5520.000000,5635.000000,5280.884277,135904500
2019-02-01,5680.000000,5750.000000,5560.000000,5635.000000,5280.884277,57719500
2019-02-04,5635.000000,5635.000000,5500.000000,5500.000000,5154.368652,113846500
2019-02-05,5500.000000,5500.000000,5500.000000,5500.000000,5154.368652,0
2019-02-06,5500.000000,5540.000000,5495.000000,5535.000000,5187.169922,121996500
2019-02-07,5535.000000,5535.000000,5505.000000,5530.000000,5182.483398,63697500
2019-02-08,5530.000000,5535.000000,5500.000000,5520.000000,5173.111328,65268500
2019-02-11,5520.000000,5530.000000,5460.000000,5495.000000,5149.683105,37639000
2019-02-12,5530.000000,5530.000000,5450.000000,5460.000000,5116.882813,95883500
2019-02-13,5460.000000,5490.000000,5410.000000,5420.000000,5079.395508,103115500
2019-02-14,5405.000000,5405.000000,5380.000000,5380.000000,5041.909180,108738500
2019-02-15,5360.000000,5410.000000,5335.000000,5360.000000,5023.166016,81340000
2019-02-18,5410.000000,5500.000000,5410.000000,5480.000000,5135.625488,62991000
2019-02-19,5420.000000,5480.000000,5380.000000,5380.000000,5041.909180,64469000
2019-02-20,5450.000000,5595.000000,5440.000000,5500.000000,5154.368652,89583000
2019-02-21,5540.000000,5560.000000,5470.000000,5505.000000,5159.053711,54561500
2019-02-22,5475.000000,5525.000000,5460.000000,5490.000000,5144.997070,48271500
2019-02-25,5490.000000,5500.000000,5455.000000,5490.000000,5144.997070,47887000
2019-02-26,5500.000000,5555.000000,5495.000000,5555.000000,5205.912109,98446000
2019-02-27,5565.000000,5570.000000,5545.000000,5565.000000,5215.284180,78519500
2019-02-28,5570.000000,5580.000000,5510.000000,5515.000000,5168.425781,99366000
2019-03-01,5565.000000,5600.000000,5535.000000,5540.000000,5191.854980,72589500
2019-03-04,5520.000000,5540.000000,5515.000000,5535.000000,5187.169922,63910500
2019-03-05,5500.000000,5505.000000,5440.000000,5495.000000,5149.683105,46499500
2019-03-06,5555.000000,5555.000000,5490.000000,5490.000000,5144.997070,37777000
2019-03-07,5490.000000,5490.000000,5490.000000,5490.000000,5144.997070,0
2019-03-08,5545.000000,5570.000000,5440.000000,5440.000000,5098.139160,61126000
2019-03-11,5530.000000,5530.000000,5460.000000,5505.000000,5159.053711,32469000
2019-03-12,5540.000000,5540.000000,5450.000000,5500.000000,5154.368652,40178500
2019-03-13,5450.000000,5505.000000,5450.000000,5500.000000,5154.368652,17722000
2019-03-14,5450.000000,5495.000000,5450.000000,5480.000000,5135.625488,41096000
2019-03-15,5520.000000,5545.000000,5485.000000,5540.000000,5191.854980,41759500
2019-03-18,5555.000000,5560.000000,5535.000000,5550.000000,5201.226074,42791000
2019-03-19,5540.000000,5545.000000,5485.000000,5490.000000,5144.997070,51527000
2019-03-20,5540.000000,5555.000000,5465.000000,5470.000000,5126.253906,42388500
2019-03-21,5490.000000,5520.000000,5465.000000,5475.000000,5130.939453,39866000
2019-03-22,5465.000000,5500.000000,5465.000000,5485.000000,5140.311523,29601000
2019-03-25,5440.000000,5500.000000,5440.000000,5455.000000,5112.196289,23054500
2019-03-26,5480.000000,5510.000000,5455.000000,5470.000000,5126.253906,19895500
2019-03-27,5510.000000,5510.000000,5460.000000,5485.000000,5140.311523,17804500
2019-03-28,5460.000000,5485.000000,5425.000000,5470.000000,5126.253906,32187500
2019-03-29,5515.000000,5530.000000,5460.000000,5510.000000,5163.739746,36234000
2019-04-01,5550.000000,5550.000000,5480.000000,5500.000000,5154.368652,21786000
2019-04-02,5530.000000,5570.000000,5480.000000,5500.000000,5154.368652,36853000
2019-04-03,5500.000000,5500.000000,5500.000000,5500.000000,5154.368652,0
2019-04-04,5540.000000,5560.000000,5490.000000,5540.000000,5191.854980,48112000
2019-04-05,5560.000000,5560.000000,5525.000000,5530.000000,5182.483398,21913500
2019-04-08,5505.000000,5540.000000,5450.000000,5480.000000,5135.625488,39910000
2019-04-09,5535.000000,5550.000000,5515.000000,5535.000000,5187.169922,29447000
2019-04-10,5550.000000,5555.000000,5515.000000,5525.000000,5177.797363,19508500
2019-04-11,5560.000000,5560.000000,5480.000000,5480.000000,5135.625488,25356000
2019-04-12,5460.000000,5510.000000,5460.000000,5500.000000,5154.368652,18577000
2019-04-15,5560.000000,5570.000000,5490.000000,5505.000000,5159.053711,68152000
2019-04-16,5495.000000,5505.000000,5475.000000,5495.000000,5149.683105,71017000
2019-04-17,5495.000000,5495.000000,5495.000000,5495.000000,5149.683105,0
2019-04-18,5600.000000,5805.000000,5580.000000,5625.000000,5271.512695,129332500
2019-04-19,5625.000000,5625.000000,5625.000000,5625.000000,5271.512695,0
2019-04-22,5625.000000,5680.000000,5585.000000,5625.000000,5271.512695,62837500
